Timestamp;Map;PlayersNumber;TeamComposition;EnemyComposition;Duration;Victory;KillingBlows;Damage;Healing;Honor;RatingChange;MMR;EnemyMMR;Specialization;isRated
1671721770;2509;6;DRUID-Restoration-Xidenn-Quel'Thalas,PRIEST-Shadow-Petroûshka,WARLOCK-Demonology-Castanor-Ragnaros;DEATHKNIGHT-Frost-Sharkilol-Ner'zhul,MAGE-Arcane-Sambz,PRIEST-Discipline-Ehpadyzback;46;false;0;277364;415040;0;-9;1333;1332;Shadow;true
1671721606;1504;6;DRUID-Restoration-Xidenn-Quel'Thalas,PRIEST-Shadow-Petroûshka,WARLOCK-Demonology-Castanor-Ragnaros;DRUID-Restoration-Yesko-Throk'Feroth,MAGE-Arcane-Izim,WARRIOR-Fury-Wärzate;131;false;0;1779810;976826;0;-10;1444;1294;Shadow;true
1671719122;572;6;DEATHKNIGHT-Frost-Lulanstein-Doomhammer,DEMONHUNTER-Havoc-York-Kel'Thuzad,PRIEST-Shadow-Petroûshka;DEMONHUNTER-Havoc-Etix-Blackrock,MONK-Windwalker-Ilvll-Kazzak,PRIEST-Discipline-Calithia-Kazzak;54;false;0;568568;755133;0;-3;1271;1625;Shadow;true
1671712320;2509;6;DEATHKNIGHT-Unholy-Bloodgrowler-TwistingNether,EVOKER-Preservation-Wiccaz-TwistingNether,PRIEST-Shadow-Petroûshka;DEMONHUNTER-Havoc-Zalthael-Azshara,DRUID-Feral-Jxst-TarrenMill,EVOKER-Preservation-Devotos-TarrenMill;54;false;0;220156;230912;0;-5;1471;1484;Shadow;true
1671711994;1505;6;EVOKER-Preservation-Zironex-Ragnaros,PRIEST-Shadow-Petroûshka,WARLOCK-Affliction-Vantimere-Ragnaros;MONK-Mistweaver-Schmidti-Kazzak,MONK-Windwalker-Rèyx-Frostmane,WARRIOR-Fury-Miscreated-ArgentDawn;190;false;0;1994470;1741632;0;-8;1395;1384;Shadow;true
1671711690;2509;6;EVOKER-Preservation-Zironex-Ragnaros,PRIEST-Shadow-Petroûshka,WARLOCK-Affliction-Vantimere-Ragnaros;DEMONHUNTER-Havoc-Blindmthfkr-Drak'thul,DRUID-Feral-Theysaid-Drak'thul,SHAMAN-Restoration-Klaeern-Drak'thul;41;false;0;288731;43276;0;-3;1401;1590;Shadow;true
1671711364;572;6;DEMONHUNTER-Havoc-Chadsonx-Draenor,PRIEST-Discipline-Illdoonir-Kazzak,PRIEST-Shadow-Petroûshka;DEATHKNIGHT-Unholy-Sizzlak-Mal'Ganis,EVOKER-Preservation-Kalerinozi-Blackhand,MONK-Windwalker-Aibugga-Blackhand;80;false;0;527178;395960;0;-7;1410;1424;Shadow;true
1671710563;1505;6;PALADIN-Holy-Deathfiles-Silvermoon,PRIEST-Shadow-Petroûshka,ROGUE-Assassination-Havall-Kazzak;DEMONHUNTER-Havoc-Viced-Kazzak,MONK-Mistweaver-Shï-ArgentDawn,WARLOCK-Demonology-Hervold-TarrenMill;177;false;0;1671512;1188260;0;-4;1434;1577;Shadow;true
1671710247;1134;6;PALADIN-Holy-Deathfiles-Silvermoon,PRIEST-Shadow-Petroûshka,ROGUE-Assassination-Havall-Kazzak;DRUID-Balance-Mögelost-Sylvanas,EVOKER-Preservation-Chapalon-TwistingNether,ROGUE-Assassination-Metacuckoo-Ravencrest;189;true;0;2787698;627027;0;31;1382;1480;Shadow;true
1671709889;2373;6;PALADIN-Holy-Deathfiles-Silvermoon,PRIEST-Shadow-Petroûshka,ROGUE-Assassination-Havall-Kazzak;DEATHKNIGHT-Unholy-Анихиме-Ревущийфьорд,DEMONHUNTER-Havoc-Sarauco-TarrenMill,DRUID-Restoration-Fakecløne-Hyjal;60;false;0;407823;368402;0;-3;1391;1576;Shadow;true
1671708600;572;4;MONK-Mistweaver-Pôum,PRIEST-Shadow-Petroûshka;DEMONHUNTER-Havoc-Mâdzylîa,SHAMAN-Restoration-Kríminalac-Kor'gall;71;false;0;493420;309644;0;0;1308;1464;Shadow;true
1671708436;1505;4;MONK-Mistweaver-Pôum,PRIEST-Shadow-Petroûshka;MAGE-Frost-Silatara-TwistingNether,PRIEST-Shadow-Wiildest-ArgentDawn;119;false;0;1101281;820934;0;0;1325;1386;Shadow;true
1671708209;2563;4;MONK-Mistweaver-Pôum,PRIEST-Shadow-Petroûshka;MAGE-Frost-Luxxurious-Xavius,ROGUE-Subtlety-Roronao-Sanguino;64;false;0;535081;445243;0;0;1351;1353;Shadow;true
